ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/implementation/milestones/0/id,releases/0/contracts/0/implementation/milestones/0/type,releases/0/contracts/0/implementation/milestones/0/dateMet,releases/0/contracts/0/implementation/milestones/0/code,releases/0/contracts/0/implementation/milestones/0/title
ocds-hu01ve-7896893,ocds-hu01ve-7896893-01,1793941,1793941-1,delivery,2021-04-21T12:00:00Z,1,1 SAL
ocds-hu01ve-7896893,ocds-hu01ve-7896893-01,1793941,1793941-3,delivery,2021-04-16T12:00:00Z,3,ANTICIPAZIONE CONTRATTUALE
ocds-hu01ve-7896893,ocds-hu01ve-7896893-01,1793941,1793941-2,delivery,2021-10-26T12:00:00Z,2,2 SAL
ocds-hu01ve-7896893,ocds-hu01ve-7896893-01,1793941,1793941-4,delivery,2022-03-31T12:00:00Z,4,3 SAL
ocds-hu01ve-7854784,ocds-hu01ve-7854784-01,2123026,2123026-1,delivery,2021-07-12T12:00:00Z,1,1° S.A.L.
ocds-hu01ve-7854784,ocds-hu01ve-7854784-01,2123026,2123026-3,delivery,2021-09-20T12:00:00Z,3,3° S.A.L. 
ocds-hu01ve-7854784,ocds-hu01ve-7854784-01,2123026,2123026-2,delivery,2021-08-03T12:00:00Z,2,2° S.A.L.
ocds-hu01ve-7854784,ocds-hu01ve-7854784-01,2123026,2123026-4,delivery,2021-11-12T12:00:00Z,4,4° S.A.L.
ocds-hu01ve-7858303,ocds-hu01ve-7858303-01,1865536,1865536-2,delivery,2021-07-06T12:00:00Z,2,
ocds-hu01ve-7858303,ocds-hu01ve-7858303-01,1865536,1865536-1,delivery,2021-06-18T12:00:00Z,1,
ocds-hu01ve-7901599,ocds-hu01ve-7901599-01,1949439,1949439-1,delivery,2021-05-15T12:00:00Z,1,
ocds-hu01ve-7901599,ocds-hu01ve-7901599-01,1949439,1949439-2,delivery,2021-06-30T12:00:00Z,2,
ocds-hu01ve-7821506,ocds-hu01ve-7821506-01,1845277,1845277-1,delivery,2021-03-31T12:00:00Z,1,SAL N. 1
ocds-hu01ve-7821506,ocds-hu01ve-7821506-01,1845277,1845277-2,delivery,2021-06-30T12:00:00Z,2,SAL N. 2
ocds-hu01ve-7821506,ocds-hu01ve-7821506-01,1845277,1845277-4,delivery,2021-12-31T12:00:00Z,4,SAL N. 4
ocds-hu01ve-7821506,ocds-hu01ve-7821506-01,1845277,1845277-3,delivery,2021-09-30T12:00:00Z,3,SAL N. 3
ocds-hu01ve-7903302,ocds-hu01ve-7903302-01,1955842,1955842-2,delivery,2021-12-23T12:00:00Z,2,2° STATO D'AVANZAMENTO
ocds-hu01ve-7903302,ocds-hu01ve-7903302-01,1955842,1955842-1,delivery,2021-10-19T12:00:00Z,1,1° STATO D'AVANZAMENTO
ocds-hu01ve-7922043,ocds-hu01ve-7922043-01,1832128,1832128-2,delivery,2021-03-03T12:00:00Z,2,SAL N. 2
ocds-hu01ve-7922043,ocds-hu01ve-7922043-01,1832128,1832128-1,delivery,2021-01-26T12:00:00Z,1,SAL N. 1
ocds-hu01ve-7922043,ocds-hu01ve-7922043-01,1832128,1832128-3,delivery,2021-07-06T12:00:00Z,3,SAL N. 3
ocds-hu01ve-7892504,ocds-hu01ve-7892504-01,1898786,1898786-1,delivery,2021-10-15T12:00:00Z,1,
ocds-hu01ve-7933900,ocds-hu01ve-7933900-01,1826077,1826077-1,delivery,2020-11-24T12:00:00Z,1,
ocds-hu01ve-7896919,ocds-hu01ve-7896919-01,1811760,1811760-3,delivery,2022-01-27T12:00:00Z,3,STATO DI AVANZAMENTO N. 3
ocds-hu01ve-7896919,ocds-hu01ve-7896919-01,1811760,1811760-2,delivery,2021-11-19T12:00:00Z,2,STATO DI AVANZAMENTO N. 2
ocds-hu01ve-7896919,ocds-hu01ve-7896919-01,1811760,1811760-1,delivery,2021-08-05T12:00:00Z,1,STATO DI AVANZAMENTO N. 1
ocds-hu01ve-7902978,ocds-hu01ve-7902978-01,1860663,1860663-1,delivery,2021-11-23T12:00:00Z,1,CERT 2
ocds-hu01ve-7902978,ocds-hu01ve-7902978-01,1860663,1860663-3,delivery,2022-02-23T12:00:00Z,3,CERT. 4
ocds-hu01ve-7902978,ocds-hu01ve-7902978-01,1860663,1860663-2,delivery,2021-12-30T12:00:00Z,2,CERT. 3
ocds-hu01ve-7921165,ocds-hu01ve-7921165-01,1898659,1898659-3,delivery,2021-12-16T12:00:00Z,3,SAL N. 3
ocds-hu01ve-7921165,ocds-hu01ve-7921165-01,1898659,1898659-2,delivery,2021-10-16T12:00:00Z,2,SAL 2
ocds-hu01ve-7921165,ocds-hu01ve-7921165-01,1898659,1898659-4,delivery,2022-02-16T12:00:00Z,4,4
ocds-hu01ve-7921165,ocds-hu01ve-7921165-01,1898659,1898659-1,delivery,2021-09-08T12:00:00Z,1,SAL 1
ocds-hu01ve-7893407,ocds-hu01ve-7893407-01,1864807,1864807-1,delivery,2021-01-14T12:00:00Z,1,
ocds-hu01ve-7893407,ocds-hu01ve-7893407-01,1864807,1864807-2,delivery,2021-06-30T12:00:00Z,2,
ocds-hu01ve-7893407,ocds-hu01ve-7893407-01,1864807,1864807-3,delivery,2021-12-31T12:00:00Z,3,
ocds-hu01ve-7903207,ocds-hu01ve-7903207-01,1914175,1914175-2,delivery,2021-11-30T12:00:00Z,2,
ocds-hu01ve-7903207,ocds-hu01ve-7903207-01,1914175,1914175-1,delivery,2021-05-31T12:00:00Z,1,
ocds-hu01ve-7904106,ocds-hu01ve-7904106-01,1940625,1940625-1,delivery,2020-10-12T12:00:00Z,1,
ocds-hu01ve-7919381,ocds-hu01ve-7919381-01,1923601,1923601-1,delivery,2022-01-12T12:00:00Z,1,PERIODO 02/05/2021 AL 01/11/2021
ocds-hu01ve-7923298,ocds-hu01ve-7923298-01,1878537,1878537-2,delivery,2021-12-31T12:00:00Z,2,2
ocds-hu01ve-7923298,ocds-hu01ve-7923298-01,1878537,1878537-1,delivery,2021-06-30T12:00:00Z,1,1
ocds-hu01ve-7900988,ocds-hu01ve-7900988-01,2088934,2088934-1,delivery,2022-01-24T12:00:00Z,1,
ocds-hu01ve-7898940,ocds-hu01ve-7898940-01,1912002,1912002-1,delivery,2021-07-15T12:00:00Z,1,SAL N. 1
ocds-hu01ve-7895589,ocds-hu01ve-7895589-01,1864456,1864456-1,delivery,2021-06-30T12:00:00Z,1,STATO AVANZAMENTO
ocds-hu01ve-7895589,ocds-hu01ve-7895589-01,1864456,1864456-2,delivery,2021-12-31T12:00:00Z,2,STATO AVANZAMENTO
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,1903947-1,delivery,2021-06-01T12:00:00Z,1,
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,1903947-2,delivery,2021-06-01T12:00:00Z,2,
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,1903947-4,delivery,2021-06-01T12:00:00Z,4,
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,1903947-3,delivery,2021-06-01T12:00:00Z,3,
ocds-hu01ve-7896911,ocds-hu01ve-7896911-01,1814473,1814473-1,delivery,2020-11-24T12:00:00Z,1,
ocds-hu01ve-7871005,ocds-hu01ve-7871005-01,2031708,2031708-1,delivery,2021-06-30T12:00:00Z,1,1^ RATA D'ACCONTO A FAVORE DELL'IMPRESA S.M. EDILIZIA S.R.L. PER LAVORI ESEGUITI A TUTTO IL 30/06/2021
ocds-hu01ve-7871005,ocds-hu01ve-7871005-01,2031708,2031708-2,delivery,2021-09-30T12:00:00Z,2,2^ RATA D'ACCONTO A FAVORE DELL'IMPRESA S.M. EDILIZIA S.R.L. PER LAVORI ESEGUITI A TUTTO IL 30/06/2021
ocds-hu01ve-7907797,ocds-hu01ve-7907797-01,1841156,1841156-1,delivery,2020-11-30T12:00:00Z,1,1
ocds-hu01ve-7907797,ocds-hu01ve-7907797-01,1841156,1841156-3,delivery,2021-05-20T12:00:00Z,3,3
ocds-hu01ve-7907797,ocds-hu01ve-7907797-01,1841156,1841156-2,delivery,2021-01-28T12:00:00Z,2,2
ocds-hu01ve-7925532,ocds-hu01ve-7925532-01,1819271,1819271-2,delivery,2021-10-05T12:00:00Z,2,
ocds-hu01ve-7925532,ocds-hu01ve-7925532-01,1819271,1819271-1,delivery,2021-02-18T12:00:00Z,1,
ocds-hu01ve-7925532,ocds-hu01ve-7925532-01,1819271,1819271-3,delivery,2022-03-15T12:00:00Z,3,
ocds-hu01ve-7900445,ocds-hu01ve-7900445-01,1796888,1796888-1,delivery,2021-02-28T12:00:00Z,1,1° PAGAMENTO QUADRIMESTRE CONTRATTO
ocds-hu01ve-7900445,ocds-hu01ve-7900445-01,1796888,1796888-2,delivery,2021-06-30T12:00:00Z,2,2° PAGAMENTO QUADRIMESTRE CONTRATTO
ocds-hu01ve-7900445,ocds-hu01ve-7900445-01,1796888,1796888-3,delivery,2021-10-30T12:00:00Z,3,N.3 AVANZAMENTO QUADRIMESTRALE CONTRATTO
ocds-hu01ve-7908317,ocds-hu01ve-7908317-01,1940505,1940505-1,delivery,2020-10-12T12:00:00Z,1,
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1916567,1916567-2,delivery,2022-03-15T12:00:00Z,2,PREMIO POL. INQUINAMENTO - PERIODO 31/12/2021 - 31/12/2022
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1916567,1916567-1,delivery,2021-02-15T12:00:00Z,1,PREMIO RC AMBIENTALE VERITAS + SOC. CONTROLLATE PERIODO 31/12/2020-31/12/2021
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1903524,1903524-1,delivery,2021-03-01T12:00:00Z,1,PREMIO POL. INFORTUNI PERIODO 31/12/2020-31/12/2021 
ocds-hu01ve-7921171,ocds-hu01ve-7921171-01,1903524,1903524-2,delivery,2022-03-15T12:00:00Z,2,PREMIO POL. INFORTUNI PERIODO 31/12/2021 - 31/12/2022
ocds-hu01ve-7924639,ocds-hu01ve-7924639-01,1827580,1827580-1,delivery,2021-02-03T12:00:00Z,1,NOV-FEB
ocds-hu01ve-7924639,ocds-hu01ve-7924639-01,1827580,1827580-5,delivery,2022-01-31T12:00:00Z,5,NOV-GENN
ocds-hu01ve-7924639,ocds-hu01ve-7924639-01,1827580,1827580-4,delivery,2021-11-03T12:00:00Z,4,AGOSTO-OTTOBRE
ocds-hu01ve-7924639,ocds-hu01ve-7924639-01,1827580,1827580-3,delivery,2021-07-31T12:00:00Z,3,MAGGIO-LUGLIO
ocds-hu01ve-7924639,ocds-hu01ve-7924639-01,1827580,1827580-2,delivery,2021-05-03T12:00:00Z,2,MARZO-APR
ocds-hu01ve-7902937,ocds-hu01ve-7902937-01,1867414,1867414-1,delivery,2022-01-07T12:00:00Z,1,
ocds-hu01ve-7899858,ocds-hu01ve-7899858-01,1939023,1939023-1,delivery,2021-10-20T12:00:00Z,1,1° SAL
ocds-hu01ve-7919291,ocds-hu01ve-7919291-01,1867807,1867807-1,delivery,2021-12-31T12:00:00Z,1,SAL 31/12/2021
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-15,delivery,2021-12-06T12:00:00Z,15,LIQUIDAZIONE N. 15
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-18,delivery,2022-02-09T12:00:00Z,18,LIQUIDAZIONE N. 18
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-8,delivery,2021-10-11T12:00:00Z,8,LIQUIDAZIONE N. 8
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-24,delivery,2022-03-28T12:00:00Z,24,LIQUIDAZIONE N. 24
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-14,delivery,2021-12-03T12:00:00Z,14,LIQUIDAZIONE N. 14
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-13,delivery,2021-12-03T12:00:00Z,13,LIQUIDAZIONE N. 13
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-23,delivery,2022-03-14T12:00:00Z,23,LIQUIDAZIONE N. 23
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-1,delivery,2021-06-04T12:00:00Z,1,LIQUIDAZIONE N. 1
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-10,delivery,2021-11-03T12:00:00Z,10,LIQUIDAZIONE N. 10
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-22,delivery,2022-03-02T12:00:00Z,22,LIQUIDAZIONE N. 22
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-3,delivery,2021-07-12T12:00:00Z,3,LIQUIDAZIONE N. 3
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-21,delivery,2022-01-28T12:00:00Z,21,LIQUIDAZIONE N. 21
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-16,delivery,2021-12-06T12:00:00Z,16,LIQUIDAZIONE N. 16
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-20,delivery,2022-01-21T12:00:00Z,20,LIQUIDAZIONE N. 20
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-4,delivery,2021-08-05T12:00:00Z,4,LIQUIDAZIONE N. 4
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-7,delivery,2021-10-11T12:00:00Z,7,LIQUIDAZIONE N. 7
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-19,delivery,2022-01-21T12:00:00Z,19,LIQUIDAZIONE N. 19
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-2,delivery,2021-06-04T12:00:00Z,2,LIQUIDAZIONE N. 2
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-12,delivery,2021-12-03T12:00:00Z,12,LIQUIDAZIONE N. 12
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-5,delivery,2021-08-05T12:00:00Z,5,LIQUIDAZIONE N. 5
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-17,delivery,2022-01-28T12:00:00Z,17,LIQUIDAZIONE N. 17
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-11,delivery,2021-11-22T12:00:00Z,11,LIQUIDAZIONE N. 11
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-6,delivery,2021-09-01T12:00:00Z,6,LIQUIDAZIONE N. 6
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858810,1858810-9,delivery,2021-10-13T12:00:00Z,9,LIQUIDAZIONE N. 9
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-1,delivery,2021-05-25T12:00:00Z,1,LIQUIDAZIONE N. 1
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-4,delivery,2021-11-03T12:00:00Z,4,LIQUIDAZIONE N. 4
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-6,delivery,2021-12-06T12:00:00Z,6,LIQUIDAZIONE N. 6
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-5,delivery,2021-12-06T12:00:00Z,5,LIQUIDAZIONE N. 5
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-2,delivery,2021-08-16T12:00:00Z,2,LIQUIDAZIONE N.2
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-9,delivery,2022-01-21T12:00:00Z,9,LIQUIDAZIONE N. 9
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-3,delivery,2021-10-11T12:00:00Z,3,LIQUIDAZIONE N. 3
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-7,delivery,2021-12-15T12:00:00Z,7,LIQUIDAZIONE N. 7
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-10,delivery,2022-02-09T12:00:00Z,10,LIQUIDAZIONE N.10
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-8,delivery,2022-01-21T12:00:00Z,8,LIQUIDAZIONE N. 8
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858797,1858797-11,delivery,2022-03-28T12:00:00Z,11,LIQUIDAZIONE N. 11
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-4,delivery,2021-12-06T12:00:00Z,4,LIQUIDAZIONE N. 4
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-1,delivery,2021-06-30T12:00:00Z,1,LIQUIDAZIONE N. 1
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-3,delivery,2021-12-06T12:00:00Z,3,LIQUIDAZIONE N. 3
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-5,delivery,2021-12-13T12:00:00Z,5,LIQUIDAZIONE N. 5
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-2,delivery,2021-09-27T12:00:00Z,2,LIQUIDAZIONE N. 2
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-7,delivery,2022-01-21T12:00:00Z,7,LIQUIDAZIONE N. 7
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-8,delivery,2022-03-11T12:00:00Z,8,LIQUIDAZIONE N. 8
ocds-hu01ve-7900266,ocds-hu01ve-7900266-01,1858805,1858805-6,delivery,2022-01-21T12:00:00Z,6,LIQUIDAZIONE N. 6
ocds-hu01ve-7892985,ocds-hu01ve-7892985-01,1901351,1901351-1,delivery,2021-12-07T12:00:00Z,1,1
ocds-hu01ve-7985507,ocds-hu01ve-7985507-01,1870202,1870202-1,delivery,2022-03-14T12:00:00Z,1,COMUNICAZIONE STATO PAGAMENTI AGGIORNATO AL MESE DI MARZO 2022
ocds-hu01ve-7904020,ocds-hu01ve-7904020-01,1936857,1936857-1,delivery,2021-06-30T12:00:00Z,1,VERBALE DI AVANZAMENTO DELLE PRESTAZIONI IN ESECUZIONE N. 1
ocds-hu01ve-7904020,ocds-hu01ve-7904020-01,1936857,1936857-2,delivery,2021-09-30T12:00:00Z,2,VERBALE DI AVANZAMENTO DELLE PRESTAZIONI IN ESECUZIONE N. 2
ocds-hu01ve-7904020,ocds-hu01ve-7904020-01,1936857,1936857-3,delivery,2021-12-31T12:00:00Z,3,VERBALE DI AVANZAMENTO DELLE PRESTAZIONI IN ESECUZIONE N. 3
ocds-hu01ve-7911207,ocds-hu01ve-7911207-01,1865182,1865182-3,delivery,2021-12-31T12:00:00Z,3,
ocds-hu01ve-7911207,ocds-hu01ve-7911207-01,1865182,1865182-1,delivery,2021-04-30T12:00:00Z,1,
ocds-hu01ve-7911207,ocds-hu01ve-7911207-01,1865182,1865182-2,delivery,2021-08-31T12:00:00Z,2,
ocds-hu01ve-7967088,ocds-hu01ve-7967088-01,1858461,1858461-1,delivery,2021-11-15T12:00:00Z,1,
ocds-hu01ve-7908102,ocds-hu01ve-7908102-01,1869103,1869103-1,delivery,2022-02-28T12:00:00Z,1,
ocds-hu01ve-7918320,ocds-hu01ve-7918320-01,1873817,1873817-2,delivery,2021-10-25T12:00:00Z,2,
ocds-hu01ve-7918320,ocds-hu01ve-7918320-01,1873817,1873817-1,delivery,2021-07-22T12:00:00Z,1,
ocds-hu01ve-7922811,ocds-hu01ve-7922811-01,1841222,1841222-2,delivery,2021-06-01T12:00:00Z,2,SAL FINALE
ocds-hu01ve-7922811,ocds-hu01ve-7922811-01,1841222,1841222-1,delivery,2021-05-31T12:00:00Z,1,1
ocds-hu01ve-7918937,ocds-hu01ve-7918937-01,1835425,1835425-1,delivery,2021-02-23T12:00:00Z,1,
ocds-hu01ve-7898451,ocds-hu01ve-7898451-01,1808668,1808668-1,delivery,2021-08-30T12:00:00Z,1,1
ocds-hu01ve-7922873,ocds-hu01ve-7922873-01,1911161,1911161-1,delivery,2021-05-11T12:00:00Z,1,
ocds-hu01ve-7904151,ocds-hu01ve-7904151-01,1976336,1976336-1,delivery,2021-11-24T12:00:00Z,1,1
ocds-hu01ve-7902536,ocds-hu01ve-7902536-01,1965101,1965101-1,delivery,2021-10-18T12:00:00Z,1,1 SAL
ocds-hu01ve-7916080,ocds-hu01ve-7916080-01,1838984,1838984-1,delivery,2021-02-23T12:00:00Z,1,
ocds-hu01ve-7916080,ocds-hu01ve-7916080-01,1838984,1838984-2,delivery,2021-10-05T12:00:00Z,2,
ocds-hu01ve-7916080,ocds-hu01ve-7916080-01,1838984,1838984-3,delivery,2022-03-15T12:00:00Z,3,
ocds-hu01ve-7921715,ocds-hu01ve-7921715-01,1846450,1846450-1,delivery,2021-01-05T12:00:00Z,1,
ocds-hu01ve-7921715,ocds-hu01ve-7921715-01,1846450,1846450-2,delivery,2021-10-20T12:00:00Z,2,
ocds-hu01ve-7910591,ocds-hu01ve-7910591-01,1805852,1805852-1,delivery,2020-10-23T12:00:00Z,1,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-7,delivery,2021-10-31T12:00:00Z,7,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-1,delivery,2020-12-31T12:00:00Z,1,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-9,delivery,2022-02-28T12:00:00Z,9,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-3,delivery,2021-02-28T12:00:00Z,3,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-2,delivery,2020-12-31T12:00:00Z,2,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-5,delivery,2021-06-30T12:00:00Z,5,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-4,delivery,2021-04-30T12:00:00Z,4,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-8,delivery,2021-12-31T12:00:00Z,8,
ocds-hu01ve-7925409,ocds-hu01ve-7925409-01,1830884,1830884-6,delivery,2021-08-31T12:00:00Z,6,
ocds-hu01ve-7913807,ocds-hu01ve-7913807-01,1907912,1907912-1,delivery,2021-10-25T12:00:00Z,1,ANTICIPAZIONE DEL 30%
ocds-hu01ve-7917911,ocds-hu01ve-7917911-01,1829464,1829464-1,delivery,2020-11-30T12:00:00Z,1,AVANZAMENTO N. 1
ocds-hu01ve-7905401,ocds-hu01ve-7905401-01,1834442,1834442-2,delivery,2021-10-15T12:00:00Z,2,2
ocds-hu01ve-7905401,ocds-hu01ve-7905401-01,1834442,1834442-1,delivery,2021-04-15T12:00:00Z,1,1
ocds-hu01ve-7956480,ocds-hu01ve-7956480-01,1932335,1932335-1,delivery,2020-11-24T12:00:00Z,1,
ocds-hu01ve-7956480,ocds-hu01ve-7956480-01,1932335,1932335-2,delivery,2021-01-26T12:00:00Z,2,
ocds-hu01ve-7956480,ocds-hu01ve-7956480-01,1932335,1932335-3,delivery,2021-02-28T12:00:00Z,3,
ocds-hu01ve-7902232,ocds-hu01ve-7902232-01,1867113,1867113-1,delivery,2021-02-08T12:00:00Z,1,PROGETTAZIONE SETUP E ATTIVAZIONE NUOVA INFRASTRUTTURA CLOUD
ocds-hu01ve-7886037,ocds-hu01ve-7886037-01,2039051,2039051-2,delivery,2021-04-16T12:00:00Z,2,STATO D'AVANZAMENTO N.2
ocds-hu01ve-7886037,ocds-hu01ve-7886037-01,2039051,2039051-1,delivery,2021-03-26T12:00:00Z,1,STATO D'AVANZAMENTO N.1
ocds-hu01ve-7706604,ocds-hu01ve-7706604-01,2019955,2019955-1,delivery,2021-07-12T12:00:00Z,1,ANTICIPAZIONE 20% AI SENSI DELL'ART. 35 C. 18 DEL D.LGS. 50/2016
ocds-hu01ve-7926524,ocds-hu01ve-7926524-01,2073497,2073497-1,delivery,2022-03-14T12:00:00Z,1,1
ocds-hu01ve-7894842,ocds-hu01ve-7894842-01,1897556,1897556-2,delivery,2021-08-05T12:00:00Z,2,STATO D'AVANZAMENTO LAVORI N. 2 (LAVORI ESEGUITI A TUTTO IL 30 LUGLIO 2021)
ocds-hu01ve-7894842,ocds-hu01ve-7894842-01,1897556,1897556-3,delivery,2021-09-24T12:00:00Z,3,STATO D'AVANZAMENTO LAVORI N. 3 (LAVORI ESEGUITI A TUTTO IL 23 SETTEMBRE 2021)
ocds-hu01ve-7894842,ocds-hu01ve-7894842-01,1897556,1897556-1,delivery,2021-06-08T12:00:00Z,1,1° STATO D'AVANZAMENTO LAVORI - LAVORI ESEGUITI A TUTTO IL 04/06/2021
ocds-hu01ve-7912277,ocds-hu01ve-7912277-01,1814551,1814551-4,delivery,2022-01-31T12:00:00Z,4,4° TRIMESTRE
ocds-hu01ve-7912277,ocds-hu01ve-7912277-01,1814551,1814551-2,delivery,2021-08-05T12:00:00Z,2,2° TRIMESTRE
ocds-hu01ve-7912277,ocds-hu01ve-7912277-01,1814551,1814551-3,delivery,2021-10-31T12:00:00Z,3,3° TRIMESTRE
ocds-hu01ve-7912277,ocds-hu01ve-7912277-01,1814551,1814551-1,delivery,2021-04-30T12:00:00Z,1,1° TRIMESTRE
ocds-hu01ve-7923306,ocds-hu01ve-7923306-01,1857495,1857495-2,delivery,2021-02-01T12:00:00Z,2,II SAL
ocds-hu01ve-7923306,ocds-hu01ve-7923306-01,1857495,1857495-1,delivery,2020-10-28T12:00:00Z,1,I SAL
ocds-hu01ve-7890156,ocds-hu01ve-7890156-01,1819410,1819410-2,delivery,2022-03-31T12:00:00Z,2,2° SAL
ocds-hu01ve-7890156,ocds-hu01ve-7890156-01,1819410,1819410-1,delivery,2021-08-19T12:00:00Z,1,1° SAL
ocds-hu01ve-7887344,ocds-hu01ve-7887344-01,1989757,1989757-2,delivery,2021-12-23T12:00:00Z,2,
ocds-hu01ve-7887344,ocds-hu01ve-7887344-01,1989757,1989757-1,delivery,2021-10-05T12:00:00Z,1,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-9,delivery,2021-11-19T12:00:00Z,9,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-5,delivery,2021-11-19T12:00:00Z,5,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-8,delivery,2021-11-19T12:00:00Z,8,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-7,delivery,2021-11-19T12:00:00Z,7,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-2,delivery,2021-07-12T12:00:00Z,2,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-1,delivery,2021-05-25T12:00:00Z,1,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-6,delivery,2021-11-19T12:00:00Z,6,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-10,delivery,2021-11-19T12:00:00Z,10,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-4,delivery,2021-11-19T12:00:00Z,4,
ocds-hu01ve-7913692,ocds-hu01ve-7913692-01,2038328,2038328-3,delivery,2021-10-19T12:00:00Z,3,
ocds-hu01ve-7913351,ocds-hu01ve-7913351-01,1987621,1987621-1,delivery,2021-11-15T12:00:00Z,1,
ocds-hu01ve-7913530,ocds-hu01ve-7913530-01,2122698,2122698-1,delivery,2021-06-22T12:00:00Z,1,FATTURA NR 2021008468 DEL 22/06/2021 1 RATA 
ocds-hu01ve-7904926,ocds-hu01ve-7904926-01,1831088,1831088-1,delivery,2022-03-08T12:00:00Z,1,SAL N°1
ocds-hu01ve-7884635,ocds-hu01ve-7884635-01,1903759,1903759-2,delivery,2022-01-31T12:00:00Z,2,2
