ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/amendments/0/id,releases/0/contracts/0/amendments/0/date,releases/0/contracts/0/amendments/0/rationale
ocds-hu01ve-7861652,ocds-hu01ve-7861652-01,1821210,244883,2021-04-07T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7917446,ocds-hu01ve-7917446-01,1937983,247439,2021-04-21T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7894144,ocds-hu01ve-7894144-01,1988882,253342,2021-05-26T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7900879,ocds-hu01ve-7900879-01,1848919,236576,2020-11-10T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7889485,ocds-hu01ve-7889485-01,1839774,250720,2021-02-19T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7889485,ocds-hu01ve-7889485-01,1839774,250722,2021-07-12T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7889485,ocds-hu01ve-7889485-01,1839774,250721,2021-05-18T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7916721,ocds-hu01ve-7916721-01,1861092,266655,2021-12-21T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7944691,ocds-hu01ve-7944691-01,1819462,242145,2021-03-05T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7858303,ocds-hu01ve-7858303-01,1865536,250788,2021-05-06T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7908666,ocds-hu01ve-7908666-01,1896321,263437,2021-08-30T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7913495,ocds-hu01ve-7913495-01,1981573,252729,2021-06-07T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7898791,ocds-hu01ve-7898791-01,1868455,238885,2021-02-09T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7906540,ocds-hu01ve-7906540-01,2051211,260464,2021-03-12T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7892833,ocds-hu01ve-7892833-01,1809834,251270,2021-07-20T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7890205,ocds-hu01ve-7890205-01,2085862,264987,2021-05-05T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7904957,ocds-hu01ve-7904957-01,2074871,263251,2021-01-14T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7904957,ocds-hu01ve-7904957-01,2074871,263252,2021-02-15T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7899741,ocds-hu01ve-7899741-01,1829069,269928,2021-09-07T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7899741,ocds-hu01ve-7899741-01,1829069,269929,2021-12-16T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7903657,ocds-hu01ve-7903657-01,1919728,245518,2020-11-13T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7903657,ocds-hu01ve-7903657-01,1919728,245435,2020-11-13T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7922043,ocds-hu01ve-7922043-01,1832128,251450,2021-07-05T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7892504,ocds-hu01ve-7892504-01,1898786,268930,2022-01-31T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7898169,ocds-hu01ve-7898169-01,1923634,249745,2021-04-26T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7892089,ocds-hu01ve-7892089-01,2069086,262588,2021-05-19T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7917338,ocds-hu01ve-7917338-01,1876786,246996,2021-05-19T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7875072,ocds-hu01ve-7875072-01,1850285,244703,2021-03-30T12:00:00Z,ERRORI O OMISSIONI NEL PROGETTO ESECUTIVO
ocds-hu01ve-7909065,ocds-hu01ve-7909065-01,2069222,262603,2021-07-15T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7900298,ocds-hu01ve-7900298-01,1872980,254233,2021-08-19T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7889576,ocds-hu01ve-7889576-01,1852229,254766,2021-05-03T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7902188,ocds-hu01ve-7902188-01,2035944,258632,2021-10-11T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7913355,ocds-hu01ve-7913355-01,1911137,245827,2021-05-03T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7915904,ocds-hu01ve-7915904-01,1899870,249139,2021-02-27T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,266161,2022-01-20T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,266156,2022-01-20T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,266167,2022-01-20T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7925946,ocds-hu01ve-7925946-01,1903947,266171,2022-01-20T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7899828,ocds-hu01ve-7899828-01,1809920,261896,2021-06-07T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7871005,ocds-hu01ve-7871005-01,2031708,259516,2021-07-29T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7926406,ocds-hu01ve-7926406-01,1914108,265814,2021-12-01T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7904229,ocds-hu01ve-7904229-01,2026674,257487,2020-10-23T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7881267,ocds-hu01ve-7881267-01,1928700,266558,2021-12-07T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7881267,ocds-hu01ve-7881267-01,1928700,260374,2021-07-02T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7881267,ocds-hu01ve-7881267-01,1928700,269250,2022-02-23T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7897891,ocds-hu01ve-7897891-01,1843073,266233,2021-02-24T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7897891,ocds-hu01ve-7897891-01,1843073,266234,2021-08-23T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7920211,ocds-hu01ve-7920211-01,1999748,254428,2021-07-08T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7922042,ocds-hu01ve-7922042-01,1829049,251448,2021-07-06T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7897126,ocds-hu01ve-7897126-01,2071471,262865,2020-12-22T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7913459,ocds-hu01ve-7913459-01,1862659,255669,2021-09-27T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7861121,ocds-hu01ve-7861121-01,2010927,270016,2021-12-21T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7861121,ocds-hu01ve-7861121-01,2010927,270017,2021-12-07T12:00:00Z,SOPRAVVENUTE ESIGENZE NORMATIVE E REGOLAMENTARI
ocds-hu01ve-7911207,ocds-hu01ve-7911207-01,1865182,250550,2021-07-02T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7921732,ocds-hu01ve-7921732-01,1859966,237699,2020-12-03T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7916036,ocds-hu01ve-7916036-01,1855840,248171,2021-05-26T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7918320,ocds-hu01ve-7918320-01,1873817,268110,2022-01-25T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7895399,ocds-hu01ve-7895399-01,1865498,245384,2021-03-31T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7905138,ocds-hu01ve-7905138-01,1857580,253324,2021-05-05T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7926220,ocds-hu01ve-7926220-01,1897487,249724,2021-06-25T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7917618,ocds-hu01ve-7917618-01,1877436,265073,2022-01-19T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7900196,ocds-hu01ve-7900196-01,1811448,254909,2021-03-11T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7898451,ocds-hu01ve-7898451-01,1808668,269543,2021-11-25T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7924750,ocds-hu01ve-7924750-01,1817180,262567,2021-04-29T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7904581,ocds-hu01ve-7904581-01,1822778,267174,2022-01-12T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7902536,ocds-hu01ve-7902536-01,1965101,263515,2021-12-06T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7910446,ocds-hu01ve-7910446-01,2021245,256970,2021-07-07T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7887375,ocds-hu01ve-7887375-01,1804770,257521,2021-10-19T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7906050,ocds-hu01ve-7906050-01,1807723,250684,2021-07-12T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7887998,ocds-hu01ve-7887998-01,1833759,249191,2021-06-15T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7888946,ocds-hu01ve-7888946-01,2123320,269114,2021-03-12T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7930074,ocds-hu01ve-7930074-01,2056769,262873,2020-12-03T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7897665,ocds-hu01ve-7897665-01,1797082,252824,2020-09-16T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7904009,ocds-hu01ve-7904009-01,1835180,257673,2021-10-20T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7902347,ocds-hu01ve-7902347-01,1828716,239635,2021-02-16T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7894842,ocds-hu01ve-7894842-01,1897556,259642,2021-11-11T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7912277,ocds-hu01ve-7912277-01,1814551,269214,2021-12-06T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7890156,ocds-hu01ve-7890156-01,1819410,271132,2022-03-31T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7902369,ocds-hu01ve-7902369-01,2095194,266293,2021-06-17T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7896846,ocds-hu01ve-7896846-01,1898606,260602,2021-11-03T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7881509,ocds-hu01ve-7881509-01,1829986,234811,2020-11-10T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7897526,ocds-hu01ve-7897526-01,1845363,238813,2021-02-05T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7921806,ocds-hu01ve-7921806-01,1873940,252795,2021-08-03T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7918998,ocds-hu01ve-7918998-01,1988804,253333,2021-08-29T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7895758,ocds-hu01ve-7895758-01,1849830,270772,2022-03-07T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7894311,ocds-hu01ve-7894311-01,1810862,257182,2021-09-02T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7909937,ocds-hu01ve-7909937-01,1882553,259145,2021-04-01T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7885185,ocds-hu01ve-7885185-01,1957879,249839,2021-04-29T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7922007,ocds-hu01ve-7922007-01,1871790,248148,2021-05-10T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7897409,ocds-hu01ve-7897409-01,1977175,252316,2021-06-07T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7892867,ocds-hu01ve-7892867-01,2017141,256358,2021-04-27T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7902153,ocds-hu01ve-7902153-01,1832577,244230,2021-03-12T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7912430,ocds-hu01ve-7912430-01,1869740,270696,2021-12-06T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7913207,ocds-hu01ve-7913207-01,1860267,238360,2021-01-22T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7904313,ocds-hu01ve-7904313-01,1990261,268721,2022-02-23T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7853456,ocds-hu01ve-7853456-01,1822918,245785,2021-04-14T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7894543,ocds-hu01ve-7894543-01,1913101,265965,2021-07-13T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7925876,ocds-hu01ve-7925876-01,2002127,255683,2020-12-31T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7904996,ocds-hu01ve-7904996-01,1832364,248915,2021-03-25T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7915995,ocds-hu01ve-7915995-01,1844498,263897,2021-07-15T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7915995,ocds-hu01ve-7915995-01,1844498,263901,2021-12-01T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7898412,ocds-hu01ve-7898412-01,1799302,247186,2020-12-15T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7920867,ocds-hu01ve-7920867-01,1822352,266018,2021-07-05T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7897175,ocds-hu01ve-7897175-01,2021426,256974,2021-08-12T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7908392,ocds-hu01ve-7908392-01,1896044,263831,2022-01-10T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7908392,ocds-hu01ve-7908392-01,1896044,248378,2021-06-03T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7908392,ocds-hu01ve-7908392-01,1896044,254255,2021-09-06T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7921972,ocds-hu01ve-7921972-01,1962396,252377,2021-07-29T12:00:00Z,RINNOVO PREVISTO NEI DOCUMENTI DI GARA
ocds-hu01ve-7923574,ocds-hu01ve-7923574-01,1966363,251109,2021-06-03T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7899839,ocds-hu01ve-7899839-01,1897406,245527,2021-04-26T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7910684,ocds-hu01ve-7910684-01,1836145,266178,2021-08-02T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7910377,ocds-hu01ve-7910377-01,1892017,245981,2021-04-09T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7895869,ocds-hu01ve-7895869-01,2051946,261029,2021-02-18T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7906444,ocds-hu01ve-7906444-01,1824069,269086,2021-06-15T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7894780,ocds-hu01ve-7894780-01,1853733,238304,2021-01-27T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7901091,ocds-hu01ve-7901091-01,1876117,259392,2021-10-23T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7917359,ocds-hu01ve-7917359-01,1885896,259269,2021-05-31T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7917359,ocds-hu01ve-7917359-01,1885896,259268,2021-02-18T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7902866,ocds-hu01ve-7902866-01,1890086,240879,2020-12-28T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7927719,ocds-hu01ve-7927719-01,2135366,270429,2021-10-28T12:00:00Z,PROROGA TECNICA
ocds-hu01ve-7908943,ocds-hu01ve-7908943-01,1919378,251211,2021-07-02T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7922478,ocds-hu01ve-7922478-01,1852352,263478,2021-12-20T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7922103,ocds-hu01ve-7922103-01,2025727,269877,2021-10-22T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7912447,ocds-hu01ve-7912447-01,1962819,250793,2021-02-16T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7910480,ocds-hu01ve-7910480-01,1838586,258794,2021-10-27T12:00:00Z,ALTRE MODIFICHE DI IMPORTO INFERIORE ALLA SOGLIA COMUNITARIA E AL 10% DEL VALORE CONTRATTUALE PER SERVIZI E FORNITURE O AL 15% PER LAVORI
ocds-hu01ve-7943760,ocds-hu01ve-7943760-01,1908717,253505,2021-03-04T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7918006,ocds-hu01ve-7918006-01,1827754,250973,2021-04-01T12:00:00Z,"LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI NON INCLUSI NELLU2019APPALTO INIZIALE"
ocds-hu01ve-7920824,ocds-hu01ve-7920824-01,2118362,271146,2022-03-25T12:00:00Z,RINNOVO PREVISTO NEI DOCUMENTI DI GARA
ocds-hu01ve-7870809,ocds-hu01ve-7870809-01,1918320,261994,2021-11-30T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7922970,ocds-hu01ve-7922970-01,1814363,271010,2022-03-21T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7914662,ocds-hu01ve-7914662-01,1879471,239669,2020-12-11T12:00:00Z,ERRORI O OMISSIONI NEL PROGETTO ESECUTIVO
ocds-hu01ve-7911690,ocds-hu01ve-7911690-01,1815317,268321,2021-11-15T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7896466,ocds-hu01ve-7896466-01,1829879,239631,2021-02-18T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7921224,ocds-hu01ve-7921224-01,1949251,248854,2021-06-08T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7898823,ocds-hu01ve-7898823-01,1967547,251220,2021-07-14T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-8015297,ocds-hu01ve-8015297-01,1968470,271853,2021-11-09T12:00:00Z,ALTRE CAUSE IMPREVISTE ED IMPREVEDIBILI
ocds-hu01ve-7786088,ocds-hu01ve-7786088-01,1915379,263039,2021-12-30T12:00:00Z,MODIFICHE PREVISTE DAI DOCUMENTI DI GARA INIZIALI
ocds-hu01ve-7884386,ocds-hu01ve-7884386-01,1868422,270115,2021-08-26T12:00:00Z,PROROGA TECNICA
