ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/items/0/id,releases/0/contracts/0/items/0/relatedLot,releases/0/contracts/0/items/0/description,releases/0/contracts/0/items/0/unit/value/amount,releases/0/contracts/0/items/0/unit/value/currency,releases/0/contracts/0/items/0/classification/id,releases/0/contracts/0/items/0/classification/description,releases/0/contracts/0/items/0/classification/scheme,releases/0/contracts/0/items/0/classification/uri
ocds-hu01ve-7917601,ocds-hu01ve-7917601-01,2110251,84813241FA,84813241FA,FORNITURA ANTISETTICI E DISINFETTANTI GARA REGIONALE LOTTI N. 23(78338265B8)-8(78321048AD)-10(7832109CCC)-12(78321216B5)-20(7833806537)-22(7833821199)-35(7835407E64),41827.5,EUR,33631600-8,ANTISETTICI E DISINFETTANTI,CPV,https://dati.anticorruzione.it/data/cpv/33631600-8
ocds-hu01ve-7901063,ocds-hu01ve-7901063-01,1868477,846216711F,846216711F,SERVIZIO PER LA RACCOLTA E CONFERIMENTO IN DISCARICA DEI RSU ED ASSIMILATI,54460.68,EUR,90511000-2,SERVIZI DI RACCOLTA DI RIFIUTI,CPV,https://dati.anticorruzione.it/data/cpv/90511000-2
ocds-hu01ve-7912979,ocds-hu01ve-7912979-01,2048304,8475514768,8475514768,"FORNITURA E TRASPORTO STACCIONATA E CANCELLI PEDONALI E CARRAI IN CORTEN PARCO DELLA CASA DELL'ACQUA DI VIA DI VITTORIO - PARCO IQBAL MASIH, DI VIA MORANDI - PARCO DI VIA VENEZIA",43301,EUR,44221310-1,CANCELLI DI ACCESSO,CPV,https://dati.anticorruzione.it/data/cpv/44221310-1
ocds-hu01ve-7907441,ocds-hu01ve-7907441-01,1827438,8469432C60,8469432C60,REALIZZAZIONE DELLA RETE GAS METANO IN MEDIA PRESSIONE DI 2I RETE GAS SPA IN COMUNE DI OSSIMO LOCALITA CREELONE,80980.84,EUR,45231223-4,LAVORI SUSSIDIARI DI DISTRIBUZIONE DEL GAS,CPV,https://dati.anticorruzione.it/data/cpv/45231223-4
ocds-hu01ve-7897753,ocds-hu01ve-7897753-01,1861370,84579075A7,84579075A7,OPERE DI ADEGUAMENTO E MESSA IN SICUREZZA DELLA VIABILITÀ COMUNALE ESISTENTE IN COMUNE DI EDOLO (BS).,222192.74,EUR,45233141-9,LAVORI DI MANUTENZIONE STRADALE,CPV,https://dati.anticorruzione.it/data/cpv/45233141-9
ocds-hu01ve-7905478,ocds-hu01ve-7905478-01,1999066,84670373F8,84670373F8,LAVORI DI RIQUALIFICAZIONE DELL'EDIFICIO SEDE DELLE SCUOLE ELEMENTARI E MEDIE,42000,EUR,45232141-2,CENTRALE TERMICA,CPV,https://dati.anticorruzione.it/data/cpv/45232141-2
ocds-hu01ve-7922398,ocds-hu01ve-7922398-01,1845949,8487124449,8487124449,AFFIDAMENTO 'POLIZZA INFORTUNI CUMULATIVA' - PERIODO 29.10.2020/29.01.2021 - UNIPOLSAI ASSICURAZIONI  SPA.,148470,EUR,66512100-3,SERVIZI DI ASSICURAZIONE CONTRO GLI INFORTUNI,CPV,https://dati.anticorruzione.it/data/cpv/66512100-3
ocds-hu01ve-7910416,ocds-hu01ve-7910416-01,1813537,84726235AE,84726235AE,SERVIZIO DI MANUTENZIONE DEL SISTEMA DI VIDEOSORVEGLIANZA URBANA PER IL PERIODO 01/11/2020-31/10/2021,141000,EUR,50324100-3,SERVIZI DI MANUTENZIONE DI SISTEMI,CPV,https://dati.anticorruzione.it/data/cpv/50324100-3
ocds-hu01ve-7790604,ocds-hu01ve-7790604-01,2052526,833235198F,833235198F,INTERVENTI DI SISTEMAZIONE IDRAULICA DEL RETICOLO IDRICO MINORE,51500,EUR,45246410-0,MANUTENZIONE DI IMPIANTI DI DIFESA DALLE PIENE,CPV,https://dati.anticorruzione.it/data/cpv/45246410-0
ocds-hu01ve-7881629,ocds-hu01ve-7881629-01,1858045,84389287AF,84389287AF,APPALTO 2032 SIPROIMI SISTEMA DI PROTEZIONE PER TITOLARI DI PROTEZIONE INTERNAZIONALE E PER MINORI STRANIERI NON ACCOMPAGNATI PROSECUZIONE ACCOGLIENZA INTEGRATA PER IL BIENNIO DAL 01.01.2021 AL 31.12.2022.,1390341.48,EUR,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,CPV,https://dati.anticorruzione.it/data/cpv/85310000-5
ocds-hu01ve-7873632,ocds-hu01ve-7873632-01,1990755,84303343B2,84303343B2,AFFIDAMENTO INCARICO INDAGINI STRUTTURALI RELATIVE ALL'INTERVENTO DI ADEGUAMENTO SISMICO SEDE COMUNALE DI TARANO (RI),8712,EUR,71350000-6,SERVIZI SCIENTIFICI E TECNICI CONNESSI ALL'INGEGNERIA,CPV,https://dati.anticorruzione.it/data/cpv/71350000-6
ocds-hu01ve-7908369,ocds-hu01ve-7908369-01,1835766,847044612B,847044612B,ROMA CASERMA 'ROSSETTI' - LAVORI DI REVISIONE ED AMMODERNAMENTO IMPIANTO ELETTRICO FABBRICATO 715 - CEFLI,200725.73,EUR,45315600-4,IMPIANTI A BASSA TENSIONE,CPV,https://dati.anticorruzione.it/data/cpv/45315600-4
ocds-hu01ve-7908682,ocds-hu01ve-7908682-01,2053775,847080054B,847080054B,NUOVI MARCIAPIEDI E ATTRAVERSAMENTI PEDONALI PER LA MESSA IN SICUREZZA PEDONALE E DELLA VIABILITA,98500,EUR,45233161-5,LAVORI DI COSTRUZIONE DI MARCIAPIEDI,CPV,https://dati.anticorruzione.it/data/cpv/45233161-5
ocds-hu01ve-7891082,ocds-hu01ve-7891082-01,1822812,8450432D14,8450432D14,SMALTIMENTO RIFIUTI BIODEGRADABILI ( ORGANICO ) ,60000,EUR,90513200-8,SERVIZI DI SMALTIMENTO DEI RIFIUTI SOLIDI URBANI,CPV,https://dati.anticorruzione.it/data/cpv/90513200-8
ocds-hu01ve-7917641,ocds-hu01ve-7917641-01,1921239,848126621D,848126621D,LOTTO V POLIZZA  RESPONSABILITÀ  CIVILE AUTOVEICOLI CORPI  VEICOLI TERRESTRI LIBRO MATRICOLA,70000,EUR,66510000-8,SERVIZI ASSICURATIVI,CPV,https://dati.anticorruzione.it/data/cpv/66510000-8
ocds-hu01ve-7917641,ocds-hu01ve-7917641-01,1873277,8481218A7E,8481218A7E,LOTTO I POLIZZA ALL RISKS PROPERTY,297500,EUR,66510000-8,SERVIZI ASSICURATIVI,CPV,https://dati.anticorruzione.it/data/cpv/66510000-8
ocds-hu01ve-7917641,ocds-hu01ve-7917641-01,1873304,8481241D78,8481241D78,LOTTO III POLIZZA KASKODIPENDENTI IN MISSIONE,5250,EUR,66510000-8,SERVIZI ASSICURATIVI,CPV,https://dati.anticorruzione.it/data/cpv/66510000-8
ocds-hu01ve-7917641,ocds-hu01ve-7917641-01,1873295,8481229394,8481229394,LOTTO II POLIZZA INFORTUNI,10500,EUR,66510000-8,SERVIZI ASSICURATIVI,CPV,https://dati.anticorruzione.it/data/cpv/66510000-8
ocds-hu01ve-7914013,ocds-hu01ve-7914013-01,1861976,8476662AC3,8476662AC3,SERVIZIO DI POTATURA DEI CEDRI CITTADINI,74927.74,EUR,77341000-2,POTATURA DI ALBERI,CPV,https://dati.anticorruzione.it/data/cpv/77341000-2
ocds-hu01ve-7916770,ocds-hu01ve-7916770-01,1896452,848218045E,848218045E,SERVIZIO SIPROIMI 2021-2023,1277205,EUR,85311000-2,SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO,CPV,https://dati.anticorruzione.it/data/cpv/85311000-2
ocds-hu01ve-7916954,ocds-hu01ve-7916954-01,1862853,84803806F5,84803806F5,LICENZE IVANTI ENDPOINT MANAGER E IVANTI PATCH MANAGER PER LA GESTIONE IN SICUREZZA DEI DISPOSITIVI INFORMATICI  (ID 3783),183928,EUR,72250000-2,SERVIZI DI MANUTENZIONE DI SISTEMI E DI ASSISTENZA,CPV,https://dati.anticorruzione.it/data/cpv/72250000-2
ocds-hu01ve-7916381,ocds-hu01ve-7916381-01,1889074,8479684899,8479684899,LAVORI DI COMPLETAMENTO AL NUOVO MARCIAPIEDE “FAVRETTI” IN STAZIONE DI VENEZIA SL.,58500,EUR,45233200-1,LAVORI DI SUPERFICIE VARI,CPV,https://dati.anticorruzione.it/data/cpv/45233200-1
ocds-hu01ve-7900560,ocds-hu01ve-7900560-01,1965867,8461387D6E,8461387D6E,AFFIDAMENTO SISTEMA INFORMATICO GESTIONALE,74990,EUR,72211000-7,SERVIZI DI PROGRAMMAZIONE DI SOFTWARE DI SISTEMI E DI UTENTE,CPV,https://dati.anticorruzione.it/data/cpv/72211000-7
ocds-hu01ve-7904754,ocds-hu01ve-7904754-01,1797746,8466198F97,8466198F97,INTEGRAZIONE MEDICINALI RER 2018-2020  LOTTO 6 DITTA TRECHDOW,796360,EUR,33690000-3,MEDICINALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33690000-3
ocds-hu01ve-7911624,ocds-hu01ve-7911624-01,1881219,8474068E1F,8474068E1F,NOLEGGIO DI N. 2 STAMPANTI DI INDIRIZZI E N. 2 SISTEMI DI LETTURA OTTICA DI CODICE A BARRE,108000,EUR,30232150-0,STAMPANTI A GETTO D'INCHIOSTRO,CPV,https://dati.anticorruzione.it/data/cpv/30232150-0
ocds-hu01ve-7909413,ocds-hu01ve-7909413-01,2025723,847159662C,847159662C,SERVIZIO DI CONDUZIONE E MANUTENZIONE DELLE CENTRALI TERMICHE DI PROPRIETA  E DISPONIBILITA' DEL COMUNE DI ARESE DAL 15 OTTOBRE 2020 AL 14 OTTOBRE 2021,74900,EUR,50720000-8,SERVIZI DI RIPARAZIONE E MANUTENZIONE DI RISCALDAMENTI CENTRALI,CPV,https://dati.anticorruzione.it/data/cpv/50720000-8
ocds-hu01ve-7906771,ocds-hu01ve-7906771-01,1958863,8468665370,8468665370,ALLARGAMENTO TRATTO DELLA STRADA COMUNALE VIA GUIZZA,16441.03,EUR,45233140-2,LAVORI STRADALI,CPV,https://dati.anticorruzione.it/data/cpv/45233140-2
ocds-hu01ve-7903827,ocds-hu01ve-7903827-01,1975095,8465194314,8465194314,D.M. 31.08.2020. PROGETTAZIONE. INDAGINI MESSA IN SICUREZZA DEL VERSANTE IN FRANA PEROLLA-CASTELLARA E RELATIVA INFRASTRUTTURA. PROGETTAZIONE,134946,EUR,71351500-8,SERVIZI DI INVESTIGAZIONE DEL TERRENO,CPV,https://dati.anticorruzione.it/data/cpv/71351500-8
ocds-hu01ve-7913717,ocds-hu01ve-7913717-01,1839612,8476333B43,8476333B43,C.A.N.60/2020 A.Q.N.385/2018 - ATTIVITÀ PROPEDEUTICHE AL CONSOLIDAMENTO DEL RILEVATO DAL KM 444+400 AL KM 444+900 NEL TRATTO DI LINEA TERMOLI-CAMPOMARINO,195000,EUR,45234100-7,LAVORI DI COSTRUZIONE FERROVIARI,CPV,https://dati.anticorruzione.it/data/cpv/45234100-7
ocds-hu01ve-7909800,ocds-hu01ve-7909800-01,1989623,8471983589,8471983589,LICENZE AZURE MONETARY COMMITMENT,72000,EUR,72421000-7,SERVIZI DI PROGRAMMAZIONE DI APPLICAZIONI CLIENTE DI INTERNET O INTRANET,CPV,https://dati.anticorruzione.it/data/cpv/72421000-7
ocds-hu01ve-7922500,ocds-hu01ve-7922500-01,1860655,8487234F0C,8487234F0C,ACQUISTO SCUOLABUS COMUNALE,61000,EUR,34121000-1,AUTOBUS E PULLMAN,CPV,https://dati.anticorruzione.it/data/cpv/34121000-1
ocds-hu01ve-7914385,ocds-hu01ve-7914385-01,1881189,8477088A4F,8477088A4F,INTERVENTI DI SMONTAGGIO/RIMONTAGGIO CANALINE IN GALLERIA A1 DAL KM 210+100 AL KM 417+600,149585.7,EUR,45233141-9,LAVORI DI MANUTENZIONE STRADALE,CPV,https://dati.anticorruzione.it/data/cpv/45233141-9
ocds-hu01ve-7907288,ocds-hu01ve-7907288-01,2116448,8469272858,8469272858,ACQUISTO ENERGIA TERMICA PER RISCALDAMENTO IMMOBILI COMUNALI STAGIONE TERMICA 2020-2021,98606.56,EUR,09324000-6,TELERISCALDAMENTO,CPV,https://dati.anticorruzione.it/data/cpv/09324000-6
ocds-hu01ve-7906997,ocds-hu01ve-7906997-01,1816790,84689151BF,84689151BF,PRINCIPIO ATTIVO PALBOCICLIB,1152361.05,EUR,33690000-3,MEDICINALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33690000-3
ocds-hu01ve-7910810,ocds-hu01ve-7910810-01,1809731,8473156D84,8473156D84,LAVORI DI ADEGUAMENTO E AMPLIAMENTO DI IMPIANTI DI PUBBLICA ILLUMINAZIONE CON L,61882.27,EUR,50232110-4,MESSA IN OPERA DI IMPIANTI DI ILLUMINAZIONE PUBBLICA,CPV,https://dati.anticorruzione.it/data/cpv/50232110-4
ocds-hu01ve-7930118,ocds-hu01ve-7930118-01,1819702,8495818ACB,8495818ACB,MANUTENZIONE STRADA RURALE VIA DI PRATO MARANO - ADEGUAMENTO ACCESSIBILITA DEI PERCORSI,21700,EUR,45233141-9,LAVORI DI MANUTENZIONE STRADALE,CPV,https://dati.anticorruzione.it/data/cpv/45233141-9
ocds-hu01ve-7886436,ocds-hu01ve-7886436-01,2028854,8444923AE9,8444923AE9,SERVIZIO DI SMALTIMENTO DI RIFIUTI BIODEGRADABILI CODICE CER 20 02 01. COD APPALTO MPL_01_2020 ,130195.2,EUR,90680000-7,SERVIZI DI PULIZIA DI SPIAGGE,CPV,https://dati.anticorruzione.it/data/cpv/90680000-7
ocds-hu01ve-7911323,ocds-hu01ve-7911323-01,2116303,8473716BA5,8473716BA5,MEDIAZIONE INTERCULTURALE SERVIZI DECENTRATI,460815.23,EUR,85312000-9,SERVIZI DI ASSISTENZA SOCIALE SENZA ALLOGGIO,CPV,https://dati.anticorruzione.it/data/cpv/85312000-9
ocds-hu01ve-7911323,ocds-hu01ve-7911323-01,2116153,8473691705,8473691705,MEDIAZIONE INTERCULTURALE SERVIZIO STRANIERI,423508.05,EUR,85312000-9,SERVIZI DI ASSISTENZA SOCIALE SENZA ALLOGGIO,CPV,https://dati.anticorruzione.it/data/cpv/85312000-9
ocds-hu01ve-7914141,ocds-hu01ve-7914141-01,1884683,847680726E,847680726E,ODA169/2020 LAVORI DI MANUTENZIONE ORDINARIA E STRAORDINARIA DELLE AREE VERDI E LA RIQUALIFICAZIONE DEL VERDE CITTADINO ORIZZONTALE,149000,EUR,77312000-0,SERVIZI DI DISERBATURA,CPV,https://dati.anticorruzione.it/data/cpv/77312000-0
ocds-hu01ve-7916662,ocds-hu01ve-7916662-01,1838971,84800262D5,84800262D5,FORNITURA DI UN SISTEMA HPLC,49000,EUR,38432200-4,CROMATOGRAFI,CPV,https://dati.anticorruzione.it/data/cpv/38432200-4
ocds-hu01ve-7926859,ocds-hu01ve-7926859-01,1841959,8492212B07,8492212B07,"REALIZZAZIONE ROTATORIA IN COMUNE DI SALUGGIA, LUNGO LA S.P. 37 'CRESCENTINO - SALUGGIA'.",232475,EUR,45233128-2,LAVORI DI COSTRUZIONE DI ROTATORIE,CPV,https://dati.anticorruzione.it/data/cpv/45233128-2
ocds-hu01ve-7869627,ocds-hu01ve-7869627-01,2071614,8444341AA1,8444341AA1,AFFIDAMENTO DELLA GESTIONE DEL SERVIZIO DI TELEASSISTENZA - 01/01/2021 - 31/12/2024,32762.4,EUR,85310000-5,SERVIZI DI ASSISTENZA SOCIALE,CPV,https://dati.anticorruzione.it/data/cpv/85310000-5
ocds-hu01ve-7942665,ocds-hu01ve-7942665-01,2018624,8510903B54,8510903B54,CENTRO DI AGGREGAZIONE GIOVANILE,68892.35,EUR,85322000-2,PROGRAMMA DI AZIONE MUNICIPALE,CPV,https://dati.anticorruzione.it/data/cpv/85322000-2
ocds-hu01ve-7988774,ocds-hu01ve-7988774-01,1933410,856175039C,856175039C,SISTEMA TEST ANTIGENI/ANTICORPORALI CON METODICA FIA,68520,EUR,33124110-9,SISTEMI DIAGNOSTICI,CPV,https://dati.anticorruzione.it/data/cpv/33124110-9
ocds-hu01ve-7924403,ocds-hu01ve-7924403-01,1932364,8489403CF7,8489403CF7,VE-P0460 - INTERVENTO DI SOMMA URGENZA PER L'ELIMINAZIONE DEL DISSESTO ARGINALE E DELLE INFILTRAZIONI NELL'ARGINE DESTRO DEL FIUME SILE IN COMUNE DI JESOLO - VIA CRISTO RE,199707.72,EUR,45246200-5,LAVORI DI PROTEZIONE DELLE SPONDE,CPV,https://dati.anticorruzione.it/data/cpv/45246200-5
ocds-hu01ve-7898993,ocds-hu01ve-7898993-01,1826622,8459277038,8459277038,FORNITURA ANNUALE FARMACO GLIVEC,165000,EUR,33690000-3,MEDICINALI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33690000-3
ocds-hu01ve-7900496,ocds-hu01ve-7900496-01,2098099,8461292F08,8461292F08,AGGIORNAMENTO TECNOLOGICO AUTOCLAVE IN DOTAZIONE ALLA CENTRALE DI STERILIZZAZIONE DELL'OSPEDALE DI MAGENTA ,53037.5,EUR,38434540-3,APPARECCHIATURE BIOMEDICHE,CPV,https://dati.anticorruzione.it/data/cpv/38434540-3
ocds-hu01ve-7882824,ocds-hu01ve-7882824-01,1830878,8440481942,8440481942,"ACQUISTO NR.3 GRIGLIE OLEODINAMICHE PER GLI IMPIANTI DI DEPURAZIONE DI DAVERIO, CASALE LITTA E SOMMA LOMBARDO CABAGAGGIO",75000,EUR,45259200-9,RIPARAZIONE E MANUTENZIONE DI IMPIANTI DI DEPURAZIONE,CPV,https://dati.anticorruzione.it/data/cpv/45259200-9
ocds-hu01ve-7841785,ocds-hu01ve-7841785-01,1815678,847779950D,847779950D,AFFIDAMENTO DELLA FORNITURA DI INTERRUTTORI BT TIPO MASTERPACT M PRESSO INAF OAS ,49800,EUR,50710000-5,SERVIZI DI RIPARAZIONE E MANUTENZIONE DI IMPIANTI ELETTRICI E MECCANICI DI EDIFICI,CPV,https://dati.anticorruzione.it/data/cpv/50710000-5
ocds-hu01ve-7871274,ocds-hu01ve-7871274-01,1798796,8427536EB3,8427536EB3,CA 127/2020 - AQ256/2017 CIG 677258411F - ADEGUAMENTO DI N.3 ARCATE DEL VIADOTTO FERROVIARIO MILANO CENTRALE - TURRO DA DESTINARE A LOCALI TECNICI PER L'INSTALLAZIONE DEI NUOVI APPARATI ACC DI P.M. TURRO E BIVIO/P.C. MIRABELLO NELL'AMBITO DEL PROGETTO 'SISTEMA DI DISTANZIAMENTO PER L'INCREMENTO CAPACITÀ NODO DI MILANO,605266.8,EUR,45234100-7,LAVORI DI COSTRUZIONE FERROVIARI,CPV,https://dati.anticorruzione.it/data/cpv/45234100-7
ocds-hu01ve-7924553,ocds-hu01ve-7924553-01,1818744,84895641D7,84895641D7,ACQUISTO RICAMBI  VARI MULTIMARCA PER  AUTOBUS  2020/2021,149900,EUR,34320000-6,"PEZZI DI RICAMBIO MECCANICI, ESCLUSI I MOTORI E LE PARTI DI MOTORI",CPV,https://dati.anticorruzione.it/data/cpv/34320000-6
ocds-hu01ve-7927013,ocds-hu01ve-7927013-01,2057243,849238167F,849238167F,ACQUISTO DI PERSONAL COMPUTER,48000,EUR,30230000-0,APPARECCHIATURE INFORMATICHE,CPV,https://dati.anticorruzione.it/data/cpv/30230000-0
ocds-hu01ve-7898373,ocds-hu01ve-7898373-01,1917001,84585708C6,84585708C6,FORNITURA DI ENERGIA ELETTRICA,90000,EUR,65310000-9,EROGAZIONE DI ENERGIA ELETTRICA,CPV,https://dati.anticorruzione.it/data/cpv/65310000-9
ocds-hu01ve-7913584,ocds-hu01ve-7913584-01,1932592,8476132566,8476132566,RIQUALIFICAZIONE PIAZZALE LOCALITA,66832.4,EUR,45233140-2,LAVORI STRADALI,CPV,https://dati.anticorruzione.it/data/cpv/45233140-2
ocds-hu01ve-7891040,ocds-hu01ve-7891040-01,1977378,8450377FB0,8450377FB0,PO DESIO - ADESIONE CONVENZIONE CONSIP - DEFIBRILLATORI IMPIANTABILI ATTIVI - LOTTO 1 - DITTA ABBOTT 1' AGG.,75000,EUR,33182100-0,DEFIBRILLATORE CARDIACO,CPV,https://dati.anticorruzione.it/data/cpv/33182100-0
ocds-hu01ve-7916417,ocds-hu01ve-7916417-01,1815938,847975425F,847975425F,"FORNITURA DI CA. 4.000-5.000 TONNELLATE DI MASSI CICLOPICI PER IL CANTIERE RIO DI VALDAGNO, COMUNE BRONZOLO",84000,EUR,44110000-4,MATERIALI PER COSTRUZIONE,CPV,https://dati.anticorruzione.it/data/cpv/44110000-4
ocds-hu01ve-7915858,ocds-hu01ve-7915858-01,1941749,8479098505,8479098505,RECEPIMENTO AVEC PROROGA FORNTIURA DM E SUTURATRICI MECCANICHE MONOUSO PER CHIRURGIA LAPAROSCOPICA - DITTA MEDTRONIC,77868.85,EUR,33190000-8,DISPOSITIVI E PRODOTTI MEDICI VARI,CPV,https://dati.anticorruzione.it/data/cpv/33190000-8
ocds-hu01ve-7913523,ocds-hu01ve-7913523-01,1835679,847606916A,847606916A,122102.000000.80.02005 FIAT DUCATO FURGONE LASTRATO 30Q ,68154.06,EUR,34144400-2,VEICOLI PER LA MANUTENZIONE STRADALE,CPV,https://dati.anticorruzione.it/data/cpv/34144400-2
ocds-hu01ve-7915177,ocds-hu01ve-7915177-01,1823909,84782590A9,84782590A9,INCARICO ESTERNO PER LO STUDIO E L'INDAGINE GEOLOGICA  RELATIVO 'OPERE DI MITIGAZIONE DEL RISCHIO SISMICO IDROGEOLOGICO E COMPLETAMENTO CONSOLIDAMENTO DEL QUARTIERE CHIESA ZONA CIMITERO ,7376.31,EUR,71351220-1,SERVIZI DI CONSULENZA GEOLOGICA,CPV,https://dati.anticorruzione.it/data/cpv/71351220-1
ocds-hu01ve-7829342,ocds-hu01ve-7829342-01,2111706,837903566B,837903566B,"STATI GENERALI/BORSA  DEL TURISMO SPORTIVO DELL'EMILIA ROMAGNA -   TTG TRAVEL EXPERIENCE - RIMINI, 14 - 16 OTTOBRE 2020.",290000,EUR,79950000-8,"SERVIZI DI ORGANIZZAZIONE DI MOSTRE, FIERE E CONGRESSI",CPV,https://dati.anticorruzione.it/data/cpv/79950000-8
ocds-hu01ve-7894022,ocds-hu01ve-7894022-01,1890690,8453612D4C,8453612D4C,RINNOVO APPARECCHIATURE DI SOLLEVAMENTO,74363,EUR,33196200-2,AUSILI PER DISABILI,CPV,https://dati.anticorruzione.it/data/cpv/33196200-2
ocds-hu01ve-7917328,ocds-hu01ve-7917328-01,1822101,8480872CF6,8480872CF6,"MANUTENZIONE ORDINARIA, STRAORDINARIA E ALLACCIAMENTI DELLA RETE ACQUEDOTTISTICA ZONA NORD DELLA PROVINCIA DI CREMONA",149500,EUR,45231300-8,LAVORI DI COSTRUZIONE DI CONDOTTE IDRICHE E FOGNARIE,CPV,https://dati.anticorruzione.it/data/cpv/45231300-8
ocds-hu01ve-7898994,ocds-hu01ve-7898994-01,2057407,84592791DE,84592791DE,FORNITURA DEI SERVIZI DI MIGRAZIONE E MANUTENZIONE DI PIATTAFORME MOODLE IN AMBIENTE CLOUD PER IL SERVIZIO FORMAZIONE E DAL POLO UNIVERSITARIO DELL'APSS NELL'AMBITO DELL'EMERGENZA COVID-19 PER LA DURATA DI ANNI TRE EVENTUALMENTE ESTENSIBILI DI ULTERIORI DUE ANNI,93600,EUR,30211300-4,PIATTAFORME INFORMATICHE,CPV,https://dati.anticorruzione.it/data/cpv/30211300-4
ocds-hu01ve-7892654,ocds-hu01ve-7892654-01,1945435,84520937C9,84520937C9,SP 30 SOGLIANO-SIEPI SP 103 RIVAROSSA MEDRINA LAVORI DI MANUTENZIONE STRAORDINARIA DI RECUPERO DELLA SOVRASTRUTTURA STRADALE,99990,EUR,45233141-9,LAVORI DI MANUTENZIONE STRADALE,CPV,https://dati.anticorruzione.it/data/cpv/45233141-9
ocds-hu01ve-7885098,ocds-hu01ve-7885098-01,1916735,8443333ACD,8443333ACD,"POLIZZA AUTO RISCHI DIVERSI, POLIZZA RESPONSABILITÀ CIVILE DERIVANTE DALLA CIRCOLAZIONE DEI VEICOLI A MOTORE 'LIBRO MATRICOLA'",720000,EUR,66516100-1,SERVIZI DI ASSICURAZIONE DI RESPONSABILITÀ CIVILE AUTOVEICOLI,CPV,https://dati.anticorruzione.it/data/cpv/66516100-1
ocds-hu01ve-7885098,ocds-hu01ve-7885098-01,1968990,8443336D46,8443336D46,POLIZZA TUTELA LEGALE,60000,EUR,66513100-0,SERVIZI DI ASSICURAZIONE PROTEZIONE LEGALE,CPV,https://dati.anticorruzione.it/data/cpv/66513100-0
ocds-hu01ve-7885098,ocds-hu01ve-7885098-01,1916770,844334116A,844334116A,POLIZZA RESPONSABILITÀ CIVILE PATRIMONIALE/PROFESSIONALE UFFICIO TECNICO,500000,EUR,66516500-5,SERVIZI DI ASSICURAZIONE DI RESPONSABILITÀ PROFESSIONALE,CPV,https://dati.anticorruzione.it/data/cpv/66516500-5
ocds-hu01ve-7885098,ocds-hu01ve-7885098-01,1916785,844334872F,844334872F,POLIZZA RESPONSABILITÀ CIVILE DERIVANTE DA INQUINAMENTO DELL'AMBIENTE,200000,EUR,66516400-4,SERVIZI DI ASSICURAZIONE DI RESPONSABILITÀ CIVILE GENERALE,CPV,https://dati.anticorruzione.it/data/cpv/66516400-4
ocds-hu01ve-7885098,ocds-hu01ve-7885098-01,1916669,8443295B71,8443295B71,"POLIZZA ALL RISK FOTOVOLTAICO, POLIZZA FURTO E RAPINA, POLIZZA ALL RISK INCENDIO E ELETTRONICA EDIFICIO DI SEDE E AUTOPORTO SADOBRE",374000,EUR,66515000-3,SERVIZI DI ASSICURAZIONE CONTRO DANNI O PERDITE,CPV,https://dati.anticorruzione.it/data/cpv/66515000-3
ocds-hu01ve-7885098,ocds-hu01ve-7885098-01,1964724,84433275DB,84433275DB,"POLIZZA INFORTUNI CUMULATIVA, POLIZZA VITA E INVALIDITÀ PERMANENTE DIRIGENTI",1918000,EUR,66512100-3,SERVIZI DI ASSICURAZIONE CONTRO GLI INFORTUNI,CPV,https://dati.anticorruzione.it/data/cpv/66512100-3
ocds-hu01ve-7885098,ocds-hu01ve-7885098-01,1916700,8443318E6B,8443318E6B,POLIZZA MERCI TRASPORTATE CON AUTOCARRI DI TARGA IDENTIFICATA,28000,EUR,66514000-6,SERVIZI DI ASSICURAZIONE SULLE MERCI E RELATIVI AL TRASPORTO,CPV,https://dati.anticorruzione.it/data/cpv/66514000-6
ocds-hu01ve-7903128,ocds-hu01ve-7903128-01,1933568,8464432E3E,8464432E3E,RENDE CITY PORT - INCARICO DI PROGETTAZIONE E DIREZIONE LAVORI,49451.57,EUR,71340000-3,SERVIZI DI INGEGNERIA INTEGRATI,CPV,https://dati.anticorruzione.it/data/cpv/71340000-3
ocds-hu01ve-7907991,ocds-hu01ve-7907991-01,1875973,847004998B,847004998B,"PROCEDURA NEGOZIATA EX ART. 63, COMMA 2 LETT. C) DEL D. LGS 18.04.2016 N. 50 E SMI MEDIANTE UTILIZZO DI PIATTAFPORMA TELEMATICA SINTEL, PER L'AFFIDAMENTO DEL NOLEGGIO OPERATIVO PER N. 12 MESI DI UN SISTEMA DI CHIRURGIA ROBOTICA, COMPRENSIVO DI TUTTI I RELATIVI MATERIALI DI CONSUMO, ACCESSORI E RELATIVA MANUTENZIONER E FORMAZIONE.",1500000,EUR,33162100-4,APPARECCHI PER SALA OPERATORIA,CPV,https://dati.anticorruzione.it/data/cpv/33162100-4
ocds-hu01ve-7914122,ocds-hu01ve-7914122-01,1875797,84767779AA,84767779AA,APP. 29 2020. INTERVENTI INVERNALI LUNGO LE SR. 348 'FELTRINA' TREVISO - FENER IN PROVINCIA DI TREVISO ,102000,EUR,90620000-9,SERVIZI DI SGOMBERO NEVE,CPV,https://dati.anticorruzione.it/data/cpv/90620000-9
